Mass	Intensity
4064.768	10161
4064.82	10280
4065.146	10183
4065.191	10137
4065.405	10260
4065.582	10138
4065.717	10216
4065.872	10097
4066.049	10105
4066.194	10210
4066.408	10171
4066.704	10220
4066.78	10178
4066.842	10394
4066.909	10176
4067.354	10169
4067.55	10163
4067.779	10147
4067.908	10376
4068.147	10191
4068.389	10125
4068.438	10147
4068.496	10326
4068.711	10268
4068.838	10251
4068.934	10032
4069.014	10104
4069.05	10103
4069.364	10208
4069.802	10210
4070.05	10215
4070.212	10148
4070.398	10254
4070.597	10329
4070.828	10178
4071.009	10258
4071.146	10196
4071.305	10364
4071.481	10272
4071.559	10106
4071.814	10301
4071.951	10290
4072.123	10127
4072.499	10263
4072.687	10242
4072.9	10296
4073.06	10295
4073.277	10126
4073.496	10264
4073.664	10293
4073.919	10219
4074.02	10219
4074.239	10243
4074.365	10195
4074.665	10207
4074.851	10256
4075.089	10139
4075.134	10171
4075.229	10290
4075.467	10238
4075.639	10425
4075.978	10242
4076.216	10417
4076.361	10159
4076.556	10063
4076.62	10184
4076.75	10094
4076.92	10252
4077.094	10251
4077.302	10243
4077.48	10254
4077.539	10050
4077.708	10103
4077.902	10161
4078.052	10312
4078.356	10267
4078.517	10114
4078.788	10116
4078.969	10285
4079.27	10234
4079.333	10288
4079.655	10209
4080.042	10125
4080.236	10115
4080.268	10206
4080.399	10290
4080.564	10099
4080.951	10125
4081.183	10252
4081.358	10157
4081.74	10516
4082.147	10220
4082.569	10305
4082.737	10204
4083.038	10262
4083.251	10518
4083.426	10219
4083.618	10185
4083.92	10383
4084.38	10215
4084.421	10094
4084.58	10140
4084.834	10155
4085.114	10236
4085.408	10129
4085.482	10120
4085.616	10102
4085.801	10076
4085.828	10063
4085.957	10164
4086.086	10065
4086.196	10025
4086.32	10364
4086.612	10313
4086.817	10181
4086.911	10404
4087.059	10231
4087.298	10041
4087.498	10431
4087.876	10146
4088.051	10146
4088.117	10157
4088.148	10065
4088.177	10006
4088.364	10099
4088.656	10334
4089.048	10358
4089.255	10118
4089.481	10104
4089.611	10124
4089.847	10135
4089.985	10327
4090.176	10219
4090.386	10235
4090.554	10469
4090.733	10266
4090.868	10019
4091.073	10359
4091.226	10241
4091.386	10094
4091.549	10173
4091.754	10217
4091.987	10111
4092.12	10189
4092.226	10209
4092.554	10227
4092.641	10294
4092.809	10208
4092.913	10074
4093.079	10278
4093.354	10186
4093.494	10312
4093.643	10017
4093.964	10247
4094.145	10281
4094.445	10296
4094.574	10214
4094.888	10267
4095.034	10175
4095.408	10170
4095.619	10038
4095.924	10167
4096.183	10187
4096.34	10236
4096.551	10367
4096.758	10448
4097.122	10301
4097.355	10225
4097.477	10211
4097.703	10066
4097.934	10191
4098.117	10124
4098.365	10103
4098.561	10173
4098.722	10194
4099.069	10220
4099.331	10157
4099.372	10215
4099.503	10239
4099.819	10166
4100.077	10201
4100.198	10276
4100.411	10212
4100.554	10151
4100.8	10226
4100.937	10180
4101.19	10271
4101.401	10305
4101.444	10243
4101.653	10342
4101.977	10174
4102.126	10243
4102.35	10015
4102.37	10219
4102.477	10183
4102.701	10228
4102.802	10222
4102.972	10037
4103.1	10234
4103.266	10129
4103.515	10176
4103.708	10237
4103.844	10227
4104.01	10148
4104.166	10310
4104.391	10242
4104.495	10105
4104.613	10220
4104.783	10130
4104.913	10112
4104.96	10097
4105.047	10147
4105.096	10016
4105.244	10173
4105.35	10221
4105.477	10157
4105.802	10455
4105.961	10208
4106.075	10165
4106.222	10178
4106.303	10197
4106.568	10296
4106.887	10218
4107.012	10309
4107.168	10241
4107.327	10184
4107.508	10240
4107.807	10353
4108.116	10304
4108.311	10378
4108.485	10348
4108.647	10232
4108.887	10333
4109.068	10198
4109.309	10177
4109.436	10251
4109.656	10310
4109.835	10155
4110.024	9983
4110.065	10086
4110.203	10075
4110.4	10125
4110.579	10043
4110.819	10317
4111.036	10168
4111.327	10266
4111.474	10190
4111.538	10226
4111.598	10107
4111.645	10258
4111.783	10186
4111.943	10209
4112.206	10289
4112.259	10298
4112.355	10348
4112.525	10232
4112.777	10137
4112.795	10237
4113.239	10259
4113.372	10300
4113.571	10281
4113.74	10220
4113.933	10209
4114.056	10280
4114.095	10266
4114.292	10057
4114.504	10267
4114.682	10229
4115.004	10313
4115.154	10293
4115.469	10123
4115.615	10304
4115.801	10124
4115.841	10103
4116.041	10221
4116.196	10342
4116.425	10203
4116.488	10292
4116.77	10206
4116.987	10251
4117.162	10222
4117.434	10327
4117.543	10373
4117.58	10233
4117.757	10401
4117.878	10264
4118.132	10227
4118.342	10252
4118.53	10491
4119.005	10224
4119.283	10090
4119.496	10010
4119.667	10253
4119.865	10219
4120.093	10173
4120.211	10254
4120.485	10167
4120.652	10116
4120.864	10128
4121.042	10212
4121.231	10401
4121.599	10197
4121.774	10247
4121.817	10142
4121.978	10198
4122.001	10209
4122.193	10206
4122.238	10012
4122.435	10145
4122.716	10181
4122.906	10246
4123.303	10197
4123.345	10318
4123.591	10210
4123.934	10174
4124.097	10280
4124.356	10152
4124.383	10185
4124.567	10170
4124.835	10389
4124.935	10232
4124.982	10268
4125.293	10255
4125.503	10156
4125.612	10161
4126.059	10150
4126.255	10267
4126.376	10338
4126.671	10219
4126.875	10159
4126.935	10312
4126.992	10286
4127.389	10155
4127.482	10055
4127.658	10030
4127.829	10087
4127.933	10327
4127.979	10148
4128.162	10314
4128.349	10296
4128.619	10125
4128.894	10199
4129.136	10094
4129.271	10254
4129.547	10329
4129.654	10184
4129.701	10144
4129.955	10127
4130.007	10102
4130.261	10204
4130.316	10349
4130.516	10212
4130.688	10177
4130.877	10324
4131.027	10367
4131.169	10161
4131.286	10239
4131.489	10234
4131.682	10250
4131.822	10279
4131.965	10337
4132.024	10403
4132.271	10276
4132.439	10112
4132.647	10192
4132.808	10211
4132.981	10113
4133.257	10173
4133.372	10113
4133.547	10115
4133.778	10222
4133.958	10098
4134.159	10172
4134.281	10089
4134.401	10119
4134.521	10132
4134.708	10248
4134.969	10020
4135	10055
4135.136	10152
4135.301	10267
4135.533	10213
4135.721	10228
4135.891	10104
4136.062	10229
4136.43	10274
4136.474	10266
4136.9	10343
4137.082	10117
4137.236	10221
4137.388	10154
4137.67	10215
4137.889	10281
4138.133	10176
4138.236	10237
4138.438	10159
4138.552	10125
4138.84	10235
4139.229	10234
4139.432	10190
4139.478	10203
4139.582	10073
4139.784	10233
4139.98	10275
4140.14	10247
4140.167	10130
4140.397	10272
4140.525	10247
4140.685	10111
4140.961	10437
4141.25	10152
4141.532	10214
4141.666	10268
4141.743	10278
4141.957	10115
4142.131	10246
4142.281	10269
4142.468	10105
4142.69	10166
4143.06	10298
4143.213	10182
4143.449	10292
4143.688	10212
4143.833	10223
4143.958	10197
4144.25	10325
4144.372	10232
4144.602	10359
4144.805	10190
4145.019	10209
4145.247	10123
4145.425	10284
4145.585	10219
4145.766	10128
4145.996	10199
4146.259	10211
4146.378	10215
4146.443	10213
4146.487	10183
4146.667	10276
4146.792	10108
4146.955	10102
4147.149	10255
4147.364	10184
4147.463	10422
4147.811	10256
4148.138	10201
4148.41	10342
4148.627	10093
4148.71	10094
4148.779	10144
4148.909	10172
4149.06	10211
4149.336	10142
4149.509	10093
4149.655	10275
4149.762	10197
4149.912	10286
4150.056	10233
4150.277	10196
4150.421	10211
4150.631	10179
4150.821	10354
4150.985	10178
4151.233	10212
4151.393	10136
4151.651	10046
4151.892	10101
4151.919	9999
4151.994	10007
4152.214	10196
4152.407	10291
4152.756	10203
4153.014	10140
4153.165	10225
4153.526	10205
4153.709	10096
4153.89	10226
4154.036	10283
4154.215	10067
4154.337	10145
4154.463	10113
4154.727	10103
4155.027	10191
4155.21	10056
4155.36	10205
4155.513	10240
4155.708	10315
4155.919	10041
4156.058	10118
4156.261	10185
4156.407	10132
4156.529	10139
4156.556	10227
4156.757	9981
4156.807	10115
4157.052	10333
4157.318	10056
4157.361	10214
4157.658	10173
4157.802	10095
4158.016	9979
4158.172	10055
4158.363	10355
4158.522	10154
4158.801	9987
4158.949	10270
4159.077	9976
4159.257	10160
4159.332	10042
4159.601	10253
4159.704	10291
4159.746	10193
4159.997	10108
4160.266	10044
4160.552	10349
4160.677	10288
4160.872	10320
4161.113	10210
4161.269	10202
4161.483	10101
4161.701	10257
4161.867	10219
4162.115	10108
4162.17	10164
4162.331	10222
4162.659	10160
4162.826	10268
4162.978	10241
4163.022	10416
4163.177	10177
4163.398	10230
4163.642	10200
4163.783	10148
4163.979	10264
4164.104	10164
4164.244	10145
4164.424	10109
4164.529	10093
4164.795	10220
4164.952	10302
4165.198	10013
4165.528	10199
4165.904	10283
4166.096	10107
4166.362	10103
4166.47	10214
4166.774	10284
4166.958	10242
4167.09	10176
4167.273	10121
4167.498	10220
4167.835	10135
4168.126	10274
4168.281	10206
4168.447	10080
4168.598	10135
4168.914	10139
4169.074	10352
4169.195	10237
4169.499	10188
4169.556	10336
4169.623	10147
4169.831	10225
4170.057	10399
4170.183	10296
4170.293	10322
4170.494	10107
4170.819	10181
4170.854	10304
4170.958	10210
4171.179	10176
4171.268	10158
4171.293	10121
4171.601	10130
4171.694	10074
4171.724	10148
4171.9	10138
4172.07	10148
4172.156	10100
4172.358	10085
4172.609	10294
4172.746	10202
4172.863	10310
4173.096	10176
4173.348	10079
4173.735	10256
4173.925	10256
4173.972	10210
4174.026	10269
4174.084	10148
4174.307	10259
4174.716	10131
4174.912	10383
4175.284	10234
4175.519	10150
4175.647	10194
4175.903	10236
4176.055	10165
4176.215	10131
4176.343	10058
4176.566	10218
4176.701	10179
4176.858	10206
4177.086	10174
4177.326	10011
4177.686	10222
4178.012	10276
4178.18	10125
4178.409	10068
4178.58	10335
4178.799	10179
4178.995	10164
4179.341	10249
4179.453	10115
4179.636	10236
4179.992	10123
4180.15	10127
4180.373	10068
4180.564	10412
4180.719	10205
4180.907	10081
4181.138	10144
4181.305	10229
4181.576	10163
4181.825	10311
4181.846	10117
4182.25	10304
4182.475	10172
4182.61	10216
4182.753	10180
4182.994	10055
4183.289	10250
4183.498	10138
4183.637	10179
4183.845	10103
4183.87	10069
4184.015	10143
4184.261	10352
4184.515	10085
4184.656	10113
4184.789	10308
4184.962	10178
4185.088	10132
4185.235	10225
4185.363	10162
4185.578	10262
4185.77	10295
4185.965	10204
4186.195	10243
4186.379	10026
4186.427	10111
4186.568	10165
4186.737	10298
4186.876	10374
4187.04	10154
4187.146	10100
4187.63	10320
4187.747	10275
4187.978	10326
4188.165	10055
4188.293	10197
4188.432	10285
4188.561	10196
4188.682	10264
4188.914	10161
4189.126	10494
4189.251	10249
4189.554	10304
4189.661	10255
4189.862	10191
4190.335	10176
4190.604	10215
4190.872	10185
4191.03	10156
4191.212	10397
4191.426	10265
4191.633	10290
4191.861	10141
4192.039	10223
4192.205	10080
4192.407	10256
4192.634	10135
4192.883	10148
4193.188	10180
4193.393	10235
4193.51	10150
4193.717	10137
4193.996	10151
4194.267	10355
4194.406	10056
4194.534	10187
4194.726	10208
4194.897	10251
4195.184	10109
4195.336	10069
4195.656	10286
4195.886	9912
4196.089	10169
4196.482	10282
4196.677	10259
4196.871	10104
4197.024	10220
4197.309	10187
4197.458	10174
4197.711	10134
4197.843	10102
4198.042	10070
4198.205	10209
4198.38	10311
4198.632	10186
4198.765	10281
4199.031	10185
4199.143	10050
4199.436	10119
4199.616	10096
4199.706	10113
4199.749	10173
4200.009	10377
4200.071	10212
4200.234	10138
4200.545	10187
4200.697	10023
4200.885	10145
4201.048	10152
4201.158	10152
4201.509	10069
4201.783	10081
4201.964	10164
4202.071	10252
4202.327	10130
4202.517	10067
4202.64	10095
4202.737	10221
4202.894	10308
4203.071	10282
4203.261	10344
4203.443	10147
4203.545	10040
4203.59	10190
4203.717	10282
4203.841	10227
4203.892	10159
4203.956	10298
4204.073	10247
4204.287	10149
4204.684	10299
4204.883	9904
4204.912	10170
4205.079	10352
4205.192	10187
4205.405	10153
4205.592	10179
4205.809	10138
4205.937	10226
4206.126	10174
4206.242	10299
4206.434	10149
4206.494	10189
4206.539	10091
4206.814	10138
4207.158	10264
4207.69	10276
4207.75	10117
4207.804	10200
4207.982	10301
4208.276	10113
4208.415	10246
4208.61	10166
4208.784	10075
4208.983	10144
4209.171	10165
4209.459	10063
4209.484	10071
4209.594	10197
4209.805	10172
4209.982	10125
4210.317	10078
4210.361	10196
4210.434	10284
4210.5	10041
4210.561	10139
4210.793	10177
4211.037	10118
4211.119	10148
4211.282	10078
4211.494	10194
4211.703	10131
4211.744	10180
4211.817	10192
4211.947	10046
4212.17	10258
4212.24	10199
4212.421	10133
4212.615	10254
4212.729	10078
4213.048	10328
4213.253	10119
4213.29	10155
4213.51	10174
4213.65	10201
4213.858	10158
4213.919	10004
4214.138	10247
4214.311	10169
4214.375	10244
4214.68	10109
4214.815	10287
4214.994	10069
4215.209	10264
4215.429	10091
4215.587	10192
4215.805	10236
4215.955	10183
4216.246	10231
4216.419	10094
4216.498	10169
4216.608	10212
4216.673	10124
4216.699	10109
4216.919	10042
4217.06	10018
4217.296	10156
4217.561	10163
4217.744	10144
4217.948	10036
4218.135	10283
4218.26	10173
4218.514	10276
4218.559	10219
4218.684	10095
4218.912	10167
4219.116	10240
4219.294	10280
4219.439	10364
4219.588	10052
4219.773	10123
4219.916	10218
4220.122	10329
4220.148	10189
4220.32	10283
4220.651	10186
4220.903	10122
4221.064	10231
4221.178	10135
4221.22	10029
4221.577	10276
4221.619	10332
4221.686	10281
4222	10177
4222.229	10157
4222.384	10332
4222.637	10025
4222.735	10130
4223.015	10179
4223.259	10113
4223.442	10288
4223.627	10168
4223.726	10251
4223.94	10211
4224.224	10097
4224.378	10266
4224.556	10138
4224.686	10255
4225.03	10166
4225.205	10042
4225.396	10043
4225.525	10155
4225.561	10220
4225.797	10146
4226.071	10109
4226.213	10311
4226.309	10175
4226.38	10094
4226.758	10147
4226.81	10292
4226.944	10389
4227.155	10090
4227.302	10206
4227.514	10184
4227.722	10219
4227.947	10342
4228.204	10357
4228.498	10004
4228.685	10175
4228.799	10281
4228.953	10212
4229.159	10275
4229.501	10172
4229.758	10153
4229.913	10181
4230.049	10284
4230.429	10178
4230.682	10252
4231.231	10189
4231.419	10377
4231.655	10073
4231.723	10169
4231.822	10282
4231.986	10289
4232.198	10055
4232.453	10204
4232.648	10112
4232.859	10078
4233.093	10272
4233.195	10173
4233.45	10232
4233.601	10075
4233.781	10082
4234.175	10338
4234.339	10277
4234.564	10138
4234.782	10043
4234.815	10003
4234.917	10049
4235.079	10109
4235.379	10103
4235.448	10052
4235.474	10174
4235.73	10231
4235.894	10186
4236.114	10102
4236.335	10210
4236.513	10054
4236.743	10112
4236.887	10168
4237.143	10318
4237.346	10104
4237.377	10172
4237.572	10064
4237.829	10373
4238.033	10358
4238.174	10313
4238.69	10267
4238.921	10190
4238.993	10256
4239.124	10228
4239.332	10168
4239.538	10106
4239.72	10179
4239.93	10085
4240.111	10200
4240.487	10289
4240.628	10331
4240.8	10222
4241.046	10244
4241.093	10297
4241.413	10111
4241.451	10110
4241.801	10388
4242.05	10107
4242.217	10240
4242.449	10121
4242.807	10005
4243.122	10258
4243.288	10245
4243.366	10199
4243.621	10197
4243.76	10312
4243.999	10184
4244.188	10141
4244.315	10210
4244.519	10383
4244.928	10308
4245.122	10240
4245.363	10245
4245.704	10227
4245.997	10110
4246.193	10293
4246.289	10298
4246.509	10218
4246.697	10091
4246.768	10141
4246.819	10211
4246.878	10295
4247.104	10024
4247.347	10251
4247.563	10151
4247.608	10131
4247.798	10231
4247.866	10255
4248.067	10103
4248.253	10099
4248.414	10081
4248.56	10117
4248.66	10088
4248.702	10117
4249.001	10276
4249.268	10115
4249.428	10193
4249.63	10191
4249.903	10296
4250.051	10211
4250.299	10193
4250.631	10160
4250.805	10191
4251.012	10230
4251.219	10206
4251.253	10173
4251.424	10261
4251.766	10260
4251.812	10154
4251.904	10189
4251.988	10100
4252.197	10255
4252.44	10213
4252.677	10254
4252.745	10271
4252.914	10189
4253.031	10096
4253.331	10245
4253.59	10167
4253.783	10245
4254.025	10278
4254.123	10131
4254.423	10171
4254.492	10203
4254.608	10216
4254.835	10223
4255.022	10173
4255.301	10199
4255.541	10050
4255.885	10333
4256.077	10266
4256.29	10081
4256.593	10316
4256.864	10192
4256.904	10087
4257.108	10217
4257.282	10147
4257.525	10204
4257.643	10185
4257.896	10193
4258.165	10219
4258.208	10263
4258.483	10136
4258.694	10386
4258.811	10071
4258.911	10141
4259.032	10198
4259.261	10150
4259.414	10211
4259.66	10160
4259.893	10207
4260.083	10031
4260.247	10125
4260.365	10058
4260.429	10091
4260.466	10118
4260.625	10180
4260.885	10062
4261.058	10075
4261.169	10141
4261.31	10066
4261.452	10282
4261.632	10154
4261.68	10185
4261.759	10222
4262.005	10330
4262.241	10046
4262.433	10181
4262.629	10310
4262.82	10128
4262.854	10101
4263.039	10159
4263.28	10173
4263.421	10026
4263.706	10199
4263.902	10057
4263.941	10151
4264.155	10095
4264.297	10009
4264.412	10113
4264.734	10175
4264.982	10233
4265.385	10134
4265.569	10156
4265.711	10109
4265.921	10188
4266.158	10203
4266.333	10140
4266.556	10111
4266.755	10187
4266.966	10187
