Mass	Intensity
2796.135	10779
2796.277	10742
2796.405	10847
2796.588	10856
2796.632	10786
2796.873	10768
2797.007	10869
2797.227	10764
2797.443	10984
2797.675	10704
2797.807	10725
2798.003	10815
2798.113	10617
2798.358	10652
2798.493	10682
2798.745	10781
2798.846	10761
2799.152	10761
2799.311	10635
2799.593	10778
2799.718	10598
2799.847	10525
2800.116	10664
2800.24	10662
2800.444	10610
2800.663	10653
2800.771	10545
2800.808	10583
2800.901	10583
2801.061	10671
2801.2	10600
2801.383	10761
2801.521	10762
2801.732	10626
2801.779	10744
2802.061	10725
2802.185	10786
2802.413	10461
2802.428	10547
2802.637	10808
2802.83	10464
2803.009	10749
2803.195	10657
2803.465	10607
2803.571	10628
2803.859	10708
2804.241	10731
2804.481	10520
2804.506	10793
2804.715	10775
2804.986	10719
2805.182	10811
2805.331	10538
2805.515	10640
2805.665	10652
2805.814	10717
2805.985	10496
2806.149	10695
2806.283	10442
2806.433	10698
2806.658	10613
2806.819	10768
2806.962	10656
2807.225	10770
2807.512	10694
2807.736	10597
2807.885	10658
2808.01	10658
2808.256	10741
2808.311	10671
2808.547	10764
2808.699	10673
2808.836	10724
2809.029	10726
2809.137	10691
2809.337	10712
2809.473	10708
2809.625	10635
2809.798	10719
2810.112	10815
2810.292	10627
2810.507	10620
2810.741	10551
2810.944	10721
2811.125	10577
2811.236	10719
2811.359	10629
2811.612	10651
2811.725	10776
2811.876	10617
2812.003	10831
2812.19	10551
2812.356	10508
2812.671	10715
2812.817	10600
2812.875	10614
2813.022	10702
2813.165	10530
2813.306	10616
2813.483	10721
2813.731	10613
2813.907	10725
2814.1	10488
2814.238	10646
2814.253	10542
2814.528	10752
2814.741	10775
2814.919	10653
2815.019	10501
2815.159	10692
2815.422	10507
2815.593	10710
2815.855	10472
2816.001	10583
2816.192	10578
2816.348	10538
2816.551	10469
2816.651	10547
2816.834	10652
2816.899	10641
2816.929	10718
2816.989	10629
2817.112	10639
2817.317	10801
2817.406	10673
2817.451	10616
2817.567	10677
2817.685	10753
2817.84	10677
2818.04	10589
2818.266	10787
2818.559	10907
2818.847	10835
2819.008	10745
2819.184	10831
2819.317	10881
2819.566	10897
2819.677	10732
2819.784	10755
2819.829	10667
2819.983	10823
2820.11	10810
2820.13	10752
2820.156	10672
2820.174	10844
2820.364	10588
2820.479	10687
2820.783	10797
2821.016	10786
2821.145	10666
2821.302	10814
2821.446	10659
2821.506	10679
2821.715	10672
2821.982	10706
2822.124	10813
2822.255	10610
2822.422	10759
2822.492	10776
2822.727	10657
2822.894	10730
2823.013	10677
2823.203	10752
2823.551	10822
2823.614	10793
2823.704	10893
2823.821	10808
2823.984	10547
2824.251	10566
2824.446	10558
2824.613	10797
2824.785	10586
2824.933	10649
2825.034	10692
2825.076	10570
2825.154	10634
2825.29	10573
2825.431	10543
2825.566	10604
2825.718	10500
2825.942	10770
2826.044	10595
2826.143	10726
2826.575	10812
2826.878	10782
2827.193	10594
2827.289	10679
2827.316	10620
2827.481	10582
2827.614	10527
2827.916	10699
2827.987	10628
2828.146	10358
2828.297	10530
2828.506	10488
2828.671	10631
2828.709	10567
2828.863	10481
2828.958	10489
2829.143	10537
2829.253	10641
2829.469	10442
2829.694	10819
2829.916	10679
2830.163	10633
2830.387	10749
2830.62	10846
2830.718	10619
2830.855	10568
2831.066	10597
2831.202	10650
2831.371	10679
2831.535	10669
2831.773	10687
2831.82	10385
2831.864	10534
2832.004	10578
2832.039	10499
2832.107	10609
2832.138	10592
2832.271	10512
2832.414	10524
2832.51	10545
2832.659	10763
2832.783	10508
2832.954	10632
2833.128	10707
2833.271	10747
2833.662	10439
2833.92	10713
2834.011	10609
2834.263	10688
2834.406	10669
2834.548	10577
2834.753	10707
2835.092	10594
2835.254	10576
2835.37	10630
2835.522	10797
2835.8	10502
2835.962	10695
2836.075	10714
2836.308	10669
2836.503	10610
2836.746	10444
2836.92	10468
2837.102	10917
2837.245	10635
2837.476	10711
2837.608	10630
2837.799	10895
2838.017	10746
2838.174	10675
2838.342	10575
2838.561	10554
2838.768	10714
2838.843	10545
2839.028	10586
2839.154	10674
2839.34	10643
2839.56	10703
2839.659	10563
2839.808	10543
2839.923	10759
2840.323	10734
2840.481	10816
2840.719	10522
2840.858	10540
2840.938	10617
2841.143	10928
2841.24	10759
2841.425	10678
2841.575	10807
2841.625	10644
2841.661	10652
2841.737	10529
2841.978	10670
2842.105	10625
2842.214	10950
2842.427	10713
2842.581	10653
2842.743	10694
2842.785	10771
2843.06	10709
2843.219	10665
2843.459	10660
2843.643	10631
2843.706	10687
2843.841	10634
2843.995	10660
2844.117	10728
2844.355	10637
2844.795	10688
2845.002	10413
2845.156	10519
2845.438	10750
2845.639	10798
2845.84	10675
2846.17	10607
2846.427	10576
2846.59	10593
2846.718	10679
2846.746	10759
2846.93	10616
2847.02	10710
2847.067	10673
2847.217	10494
2847.348	10534
2847.55	10762
2847.676	10653
2847.862	10476
2847.98	10571
2848.111	10748
2848.343	10538
2848.438	10814
2848.668	10515
2848.789	10650
2848.889	10487
2848.989	10582
2849.139	10509
2849.362	10871
2849.433	10757
2849.749	10649
2849.96	10831
2850.141	10664
2850.42	10726
2850.803	10763
2851.195	10539
2851.241	10444
2851.528	10605
2851.766	10813
2851.982	10747
2852.199	10534
2852.216	10437
2852.485	10581
2852.661	10503
2852.689	10567
2852.791	10688
2853.001	10611
2853.11	10661
2853.29	10729
2853.631	10798
2853.895	10698
2854.098	10808
2854.214	10501
2854.246	10621
2854.471	10749
2854.806	10825
2855.099	10800
2855.31	10772
2855.599	10491
2855.902	10855
2856.033	10638
2856.209	10585
2856.254	10499
2856.347	10550
2856.513	10614
2856.67	10543
2856.846	10767
2857.052	10805
2857.315	10733
2857.43	10632
2857.641	10893
2857.785	10594
2858.152	10791
2858.297	10780
2858.625	10723
2858.789	10698
2858.904	10724
2859.076	10541
2859.239	10638
2859.338	10578
2859.494	10694
2859.608	10659
2859.882	10769
2860.041	10745
2860.206	10637
2860.347	10582
2860.472	10539
2860.587	10723
2860.669	10669
2860.804	10709
2861.012	10770
2861.119	10599
2861.169	10564
2861.219	10601
2861.337	10692
2861.625	10609
2861.78	10859
2861.801	10622
2861.953	10723
2862.062	10688
2862.099	10680
2862.422	10764
2862.635	10566
2862.764	10613
2862.93	10794
2863.02	10590
2863.155	10622
2863.277	10717
2863.507	10809
2863.65	10718
2863.747	10646
2864.049	10690
2864.235	10639
2864.397	10621
2864.569	10687
2864.824	10608
2865.001	10640
2865.205	10621
2865.346	10595
2865.507	10606
2865.686	10786
2865.847	10719
2865.995	10628
2866.123	10635
2866.491	10768
2866.689	10623
2867.04	10736
2867.133	10724
2867.234	10735
2867.328	10682
2867.445	10736
2867.602	10733
2867.646	10553
2867.731	10589
2867.825	10843
2867.933	10780
2868.144	10649
2868.164	10685
2868.255	10750
2868.54	10870
2868.737	10703
2868.874	10524
2869.023	10543
2869.236	10657
2869.511	10822
2869.748	10812
2869.782	10703
2870.016	10906
2870.245	10785
2870.519	10882
2870.686	10726
2870.952	10980
2871.124	10922
2871.276	10966
2871.489	11038
2871.625	10750
2871.821	10888
2871.941	11066
2872.064	11014
2872.248	10946
2872.442	10782
2872.67	10783
2872.719	10744
2872.824	10655
2872.973	10705
2873.152	10904
2873.245	10926
2873.379	10816
2873.55	10842
2873.731	10726
2873.833	10642
2874.201	10782
2874.317	10939
2874.545	10768
2874.696	10653
2874.854	10711
2874.992	10837
2875.189	10992
2875.359	10761
2875.498	10713
2875.663	10725
2875.747	10637
2875.78	10676
2875.968	10708
2876.44	10658
2876.592	10462
2876.653	10537
2876.794	10545
2876.923	10596
2877.059	10772
2877.221	10741
2877.412	10811
2877.447	10630
2877.533	10813
2877.803	10727
2877.909	10618
2878.058	10714
2878.196	10739
2878.358	10677
2878.606	10477
2878.726	10580
2878.946	10756
2879.056	10982
2879.154	10811
2879.325	10723
2879.522	10760
2879.687	10593
2879.849	10626
2880.022	10589
2880.311	10780
2880.413	10756
2880.45	10783
2880.479	10774
2880.634	10727
2880.865	10837
2881.018	10709
2881.234	10728
2881.447	10719
2881.657	10921
2881.719	10758
2881.819	10828
2881.972	10806
2882.117	10980
2882.267	10806
2882.594	11046
2882.767	10864
2882.936	11011
2883.055	10928
2883.185	10982
2883.563	10931
2883.709	10913
2883.838	10742
2884.046	10856
2884.241	10892
2884.328	10986
2884.555	10931
2884.89	11145
2885.149	10716
2885.295	10720
2885.473	10928
2885.624	10670
2885.725	10674
2885.971	10863
2886.206	10711
2886.39	10675
2886.447	10743
2886.631	10597
2886.768	10803
2886.937	10635
2887.134	10844
2887.314	10852
2887.418	10753
2887.576	10863
2887.744	10785
2888.002	10846
2888.053	10672
2888.096	10866
2888.268	10803
2888.391	10789
2888.608	10830
2888.729	10672
2888.897	10907
2889.027	10805
2889.234	10701
2889.403	10543
2889.557	10739
2889.653	10700
2889.86	10811
2890.005	10874
2890.205	10592
2890.379	10666
2890.645	10900
2890.848	10574
2891.073	10834
2891.301	10731
2891.495	10569
2891.597	10763
2891.757	10778
2891.804	10624
2891.841	10820
2891.949	10908
2891.993	10909
2892.13	10690
2892.3	10766
2892.438	10722
2892.608	10520
2892.812	10870
2893.049	10696
2893.218	10908
2893.45	10725
2893.658	10723
2893.798	10740
2893.987	10759
2894.044	10771
2894.092	10745
2894.355	10773
2894.403	10726
2894.69	10772
2894.935	10684
2895.07	10749
2895.251	10932
2895.55	10854
2895.608	10858
2895.659	10746
2895.813	10747
2896.046	10645
2896.069	10603
2896.194	10786
2896.33	10780
2896.685	10748
2896.792	10645
2897.011	10606
2897.109	10662
2897.218	10728
2897.451	10641
2897.569	10560
2897.704	10580
2897.826	10571
2897.865	10662
2897.962	10579
2898.154	10736
2898.381	10652
2898.551	10635
2898.777	10659
2898.918	10651
2899.028	10722
2899.149	10714
2899.237	10695
2899.349	10712
2899.378	10711
2899.582	10466
2899.796	10593
2899.889	10655
2900.029	10537
2900.109	10505
2900.26	10876
2900.536	10805
2900.679	10809
2901.051	10661
2901.321	10681
2901.558	10400
2901.847	10799
2902.079	10624
2902.25	10620
2902.352	10673
2902.537	10661
2902.572	10741
2902.695	10858
2902.838	10748
2902.871	10794
2902.974	10792
2903.284	10981
2903.521	10840
2903.753	10692
2903.801	10680
2903.837	10762
2903.969	10820
2904.252	10742
2904.477	10675
2904.614	10681
2904.734	10729
2904.883	10734
2905.025	10522
2905.128	10598
2905.431	10711
2905.604	10749
2905.715	10749
2905.915	10784
2906.033	10591
2906.055	10656
2906.139	10627
2906.157	10567
2906.235	10585
2906.553	10779
2906.803	10714
2906.826	10641
2907.066	10684
2907.126	10591
2907.22	10648
2907.311	10681
2907.366	10508
2907.492	10748
2907.655	10733
2907.806	10633
2907.914	10640
2908.026	10737
2908.121	10553
2908.317	10690
2908.444	10782
2908.63	10614
2908.798	10538
2908.953	10568
2909.022	10621
2909.134	10513
2909.306	10724
2909.423	10745
2909.739	10809
2909.904	10605
2910.015	10579
2910.237	10791
2910.438	10647
2910.601	10958
2910.746	10774
2910.889	10681
2911.067	10802
2911.195	10692
2911.38	10648
2911.487	10681
2911.895	10814
2911.985	10769
2912.13	10672
2912.413	10693
2912.545	10697
2912.703	10612
2912.84	10622
2913.032	10722
2913.195	10668
2913.338	10708
2913.861	10613
2914.015	10814
2914.262	11021
2914.476	10761
2914.659	10854
2914.791	10747
2914.984	10941
2915.143	10723
2915.182	10643
2915.328	10647
2915.677	10794
2915.707	10730
2915.758	10731
2915.909	10710
2916.105	10469
2916.155	10530
2916.271	10630
2916.427	10516
2916.657	10693
2916.767	10801
2916.809	10720
2916.85	10696
2917.078	10583
2917.377	10757
2917.552	10607
2917.736	10748
2917.897	10883
2918.047	10618
2918.225	10616
2918.373	10685
2918.573	10712
2918.79	10620
2919.021	10740
2919.221	10749
2919.367	10747
2919.513	10817
2919.715	10651
2919.847	10767
2920.04	10731
2920.142	10687
2920.292	10798
2920.463	10754
2920.791	10976
2920.984	10672
2921.169	10750
2921.27	10844
2921.46	10697
2921.644	10919
2922	10594
2922.303	10740
2922.523	10580
2922.819	10739
2923.046	10594
2923.248	10788
2923.339	10892
2923.466	10693
2923.766	10749
2923.93	10590
2924.072	10797
2924.27	10893
2924.537	10611
2924.717	10790
2924.874	10849
2925.098	10626
2925.199	10822
2925.362	10772
2925.534	10850
2925.732	10752
2925.77	10648
2926.081	10610
2926.327	10614
2926.535	10637
2926.737	10909
2926.774	10764
2926.988	10656
2927.157	10771
2927.307	10555
2927.346	10525
2927.546	10637
2927.771	10718
2927.928	10736
2928.071	10747
2928.3	10800
2928.504	10870
2928.614	10834
2928.764	10949
2928.893	10628
2929.07	10636
2929.269	10685
2929.486	10568
2929.629	10619
2929.946	10785
2930.153	10631
2930.495	10703
2930.609	10639
2930.686	10743
2930.862	10705
2931.062	10511
2931.199	10690
2931.381	10473
2931.568	10792
2931.752	10686
2932.022	10753
2932.349	10729
2932.494	10856
2932.638	10786
2932.786	10557
2932.885	10623
2933.019	10559
2933.141	10740
2933.384	10669
2933.489	10717
2933.632	10624
2933.796	10665
2933.914	10741
2934.102	10871
2934.345	10779
2934.508	10734
2934.672	10851
2934.815	10771
2934.871	10850
2934.897	10877
2935.082	10809
2935.127	10782
2935.286	10930
2935.427	10653
2935.574	10603
2935.813	10728
2935.964	10810
2936.094	10910
2936.43	10892
2936.519	10711
2936.72	10834
2936.763	10654
2936.816	10765
2936.848	10788
2937.112	10795
2937.249	10789
2937.514	10716
2937.713	10757
2937.938	11056
2938.131	10851
2938.236	10754
2938.465	10658
2938.676	10757
2938.721	10838
2938.876	10607
2939.097	10707
2939.252	10727
2939.312	10706
2939.503	10707
2939.541	10747
2939.667	10818
2939.878	10573
2940.034	10606
2940.295	10639
2940.463	10717
2940.629	10789
2940.819	10835
2941.022	10669
2941.209	10772
2941.294	10700
2941.457	10780
2941.755	10782
2941.849	10809
2942.098	10643
2942.299	10823
2942.597	10606
2942.771	10662
2942.936	10867
2943.172	10734
2943.223	10736
2943.448	10569
2943.67	10754
2944.023	10866
2944.291	10825
2944.437	10840
2944.566	10753
2944.732	10855
2944.94	10709
2945.061	10672
2945.238	10637
2945.364	10532
2945.523	10669
2945.654	10622
2945.867	10504
2946.06	10561
2946.181	10581
2946.538	10981
2946.662	10697
2946.706	10645
2946.856	10748
2947.085	10674
2947.401	10769
2947.5	10748
2947.593	10733
2947.704	10734
2947.833	10677
2947.998	10601
2948.328	10871
2948.59	10773
2948.716	10661
2948.886	10558
2949.112	10650
2949.157	10615
2949.198	10777
2949.387	10600
2949.657	10822
2949.974	10819
2950.158	10868
2950.299	10781
2950.42	10658
2950.6	10840
2950.798	10779
2950.966	10662
2951.094	10797
2951.201	10692
2951.434	10661
2951.632	10655
2951.684	10642
2951.731	10560
2951.908	10645
2952.066	10897
2952.455	10847
2952.738	10847
2952.889	10628
2953.008	10704
2953.236	10690
2953.459	10766
2953.681	10496
2953.917	10706
2954.119	10571
2954.229	10671
2954.52	10612
2954.645	10720
2954.862	10855
2955.031	10808
2955.214	10680
2955.501	10704
2955.692	10732
2955.831	10680
2956.043	10711
2956.198	10760
2956.312	10780
2956.482	10745
2956.836	10850
2957.008	10555
2957.095	10802
2957.241	10632
2957.491	10794
2957.64	10595
2957.847	10811
2958.128	10675
2958.258	10646
2958.383	10727
2958.682	10676
2958.784	10606
2958.961	10740
2959.091	10680
2959.29	10664
2959.475	10773
2959.709	10948
2959.81	10779
2959.96	10640
2960.102	10651
2960.287	10798
2960.38	10768
2960.57	10612
2960.755	10706
2960.894	10833
2961.03	10831
2961.232	10757
2961.414	10678
2961.625	10537
2961.792	10564
2961.98	10704
2962.187	10701
2962.329	10843
2962.543	10908
2962.697	10767
2962.878	10790
2963.132	10575
2963.336	10619
2963.544	10754
2963.661	10753
2963.862	10569
2964.006	10770
2964.147	10682
2964.329	10691
2964.487	10623
2964.761	10651
2964.847	10639
2965.217	10752
2965.35	10842
2965.521	10681
2965.77	10897
2966.125	10628
2966.327	10553
2966.486	10792
2966.643	10533
2966.779	10589
2967.004	10737
2967.114	10785
2967.298	10762
2967.465	10642
2967.627	10889
2967.795	10935
2967.917	10665
2968.201	10868
2968.469	10845
2968.567	10594
2968.829	10849
2968.955	10710
2969.14	10784
2969.199	10819
2969.543	10664
2969.607	10622
2969.755	10870
2969.93	10856
2970.09	10845
2970.32	10848
2970.721	10878
2970.858	10901
2970.961	10945
2971.035	10862
2971.257	10820
2971.419	11041
2971.515	11128
2971.712	10943
2971.858	11055
2972.091	10798
2972.108	11037
2972.197	11038
2972.383	11093
2972.644	11084
2972.829	11109
2973.089	11117
2973.189	11193
2973.316	11048
2973.499	10940
2973.749	11094
2974.025	11219
2974.183	10959
2974.329	10921
2974.468	10728
2974.7	10975
2974.852	11109
2975.024	11141
2975.11	11020
2975.342	11139
2975.492	10932
2975.677	10995
2975.753	10948
2976.087	10969
2976.316	11006
2976.513	10842
2976.67	10954
2976.798	11009
2976.852	10928
2977.13	10918
2977.341	10950
2977.791	12041
2978.023	12088
2978.136	11967
2978.389	11744
2978.78	12259
2978.964	12409
2979.218	11849
2979.389	11586
2979.734	12092
2980.009	11860
2980.155	11906
2980.373	11642
2980.705	11595
2980.91	11631
2981.026	11566
2981.203	11428
2981.492	11275
2981.688	11135
2981.952	11289
2982.244	11104
2982.429	10992
2982.515	10906
2982.647	10968
2982.906	11081
2983.107	10792
2983.193	10911
2983.307	10825
2983.535	10887
2983.722	10612
2983.85	10936
2983.986	10719
2984.174	10760
2984.363	10768
2984.713	10806
2984.852	10622
2985.137	10949
2985.344	10686
2985.626	10865
2985.728	10792
2985.965	10617
2986.334	10863
2986.462	10784
2986.635	10546
2986.807	10711
2986.941	10761
2987.178	10752
2987.311	10630
2987.34	10609
2987.481	10848
2987.613	10745
2987.764	10991
2987.977	11016
2988.278	10788
2988.468	10914
2988.668	10740
2988.787	10786
2988.903	10965
2989.136	10857
2989.458	10946
2989.601	10824
2989.712	10835
2989.725	10815
2990.062	10956
2990.243	10871
2990.554	10859
2990.568	10812
2990.727	11066
2991.111	10868
2991.262	10852
2991.405	10638
2991.523	10855
2991.728	10911
2991.914	10921
2992.099	10990
2992.372	11114
2992.586	11103
2992.733	11001
2992.87	10962
2993.085	11359
2993.21	11084
2993.398	10986
2993.575	10983
2993.7	11071
2994.038	11133
2994.149	11109
2994.185	11031
2994.531	10940
2994.835	10954
2995.054	11106
2995.186	10921
2995.357	11047
2995.631	11058
2995.8	10874
2996.056	10903
2996.205	11060
2996.537	10858
2996.832	10822
2996.99	11007
2997.215	10939
2997.39	10891
2997.682	10812
2997.717	10893
2997.799	10806
2997.973	10698
2998.122	10657
2998.165	10628
2998.291	10670
2998.391	10653
2998.533	10697
2998.624	10792
2998.787	10795
2998.91	10787
2999.294	11037
2999.472	10699
2999.643	10866
2999.832	10754
2999.936	10798
2999.966	10727
3000.14	10657
3000.164	10753
3000.321	10875
3000.421	10822
3000.472	10975
3000.601	10909
3000.791	10878
3000.893	10951
3001.273	11075
3001.479	10930
3001.807	10941
3001.887	10840
3002.1	10914
3002.519	10825
3002.601	11047
3002.738	10904
3002.915	10900
3003.151	10731
3003.195	10817
3003.24	10632
3003.472	10626
3003.637	10682
3003.804	10877
3004.093	10735
3004.213	10837
3004.424	10720
3004.759	10738
3004.887	10881
3005.244	10770
3005.417	10599
3005.521	10762
3005.703	11080
3006.093	10857
3006.233	10731
3006.414	10713
3006.544	10784
3006.72	10713
3006.87	10850
3006.97	10879
3007.169	10956
3007.279	10958
3007.537	10951
3007.7	10907
3007.852	10987
3008.015	10876
3008.223	11041
3008.415	11025
3008.683	11061
3008.864	10927
3009.016	10877
3009.178	10869
3009.334	10871
3009.465	10827
3009.675	10751
3009.878	10863
3010.15	10779
3010.481	11014
3010.676	10968
3011.003	11065
3011.179	10869
3011.287	10787
3011.31	10863
3011.355	10831
3011.511	10764
3011.544	10653
3011.87	10825
3012.024	10878
3012.12	10792
3012.342	10876
3012.496	10760
3012.802	10850
3012.863	10850
3013.027	10771
3013.131	10932
3013.249	10822
3013.612	11043
3013.938	10791
3014.093	10955
3014.191	10982
3014.335	10703
3014.449	10778
3014.748	10914
3014.932	10799
3015.129	10774
3015.282	10807
3015.462	10697
3015.655	10814
3015.718	10840
3016.094	10967
3016.26	10711
3016.418	10983
3016.509	10815
3016.549	10790
3016.781	11062
3016.931	10876
3017.091	10992
3017.405	10811
3017.607	10678
3017.653	10728
3017.763	10756
3017.902	10945
3018.145	10804
3018.241	10924
3018.3	10770
3018.403	10702
3018.428	10648
3018.594	10782
3018.816	10812
3019.124	10860
3019.227	11006
3019.53	10830
3019.71	10587
3019.783	10680
3019.914	10680
3020.083	10596
3020.219	10747
3020.401	10671
3020.637	10754
3020.748	10652
3020.881	10645
3021.028	10755
3021.158	10615
3021.393	10675
3021.56	10599
3021.778	10838
3022.053	10780
3022.232	10573
3022.476	10540
3022.738	10657
3022.856	10957
3023.044	10793
3023.218	10702
3023.399	10850
3023.619	10786
3023.803	10820
3024.082	11007
3024.325	10939
3024.42	10735
3024.572	10941
3024.69	10700
3024.729	10892
3024.874	10959
3025.044	10740
3025.19	10741
3025.414	10974
3025.555	10811
3025.571	11012
3025.698	10796
3025.856	10868
3025.967	10981
3026.086	11131
3026.221	11086
3026.367	11049
3026.592	10932
3026.748	11141
3026.888	11010
3027.028	11071
3027.169	10923
3027.417	11066
3027.766	11193
3027.98	11254
3028.245	11061
3028.586	10989
3028.763	10935
3028.994	11085
3029.089	11190
3029.106	11086
3029.266	10999
3029.322	10969
3029.504	11103
3029.651	10916
3029.885	11083
3030.044	11042
3030.197	11063
3030.271	11021
3030.493	11001
3030.678	10828
3030.856	11268
3031.038	10949
3031.133	11063
3031.375	10849
3031.501	11051
3031.641	10896
3031.858	10861
3032.018	10814
3032.194	10863
3032.369	11111
3032.468	10967
3032.657	10867
3032.789	10951
3033.009	10872
3033.174	10778
3033.345	10745
3033.594	10806
3033.857	11023
3033.976	10741
3034.197	10789
3034.309	10889
3034.606	10611
3034.829	10726
3034.995	10719
3035.303	10649
3035.496	10747
3035.548	10843
3035.831	10599
3036.012	10633
3036.165	10822
3036.342	10801
3036.572	10758
3036.744	10688
3036.862	10678
3036.885	10653
3037.137	10750
3037.183	10677
3037.306	10903
3037.62	10785
3037.902	10829
3038.129	10853
3038.473	10632
3038.652	10621
3038.896	10723
3039.099	10695
3039.309	10724
3039.421	10627
3039.547	10728
3039.793	10551
3039.922	10876
3040.325	10811
3040.423	10693
3040.565	10565
3040.954	10775
3041.095	10739
3041.296	10840
3041.512	10567
3041.717	10862
3041.904	10753
3042.256	10775
3042.393	10838
3042.605	10851
3042.892	10803
3043.066	10660
3043.304	10710
3043.424	10787
3043.54	10711
3043.79	10716
3043.913	10840
3044.256	10876
3044.587	10656
3044.738	10897
3045.204	11109
3045.599	10876
3045.808	10732
3045.847	10682
3046.03	10991
3046.238	10880
3046.429	10786
3046.641	11044
3046.74	10987
3046.957	10939
3047.257	10793
3047.356	10860
3047.647	10901
3047.721	10978
3047.979	11040
3048.214	10957
3048.375	10991
3048.559	10902
3048.611	10902
3048.683	10906
3048.836	11038
3049.057	10940
3049.189	11002
3049.339	11092
3049.556	10834
3049.712	11094
3049.85	11079
3050.024	10841
3050.165	10981
3050.241	10918
3050.429	10815
3050.532	10889
3050.735	10997
3050.903	11021
3051.153	10915
3051.258	10830
3051.377	10938
3051.547	10630
3051.714	10837
3051.841	10936
3052.007	10821
3052.181	10864
3052.527	10765
3052.704	10871
3052.783	10729
3053.032	10885
3053.184	10808
3053.349	10789
3053.549	10843
3053.706	10684
3053.909	10675
3054.028	10771
3054.229	10865
3054.346	10806
3054.608	10763
3054.963	10714
3055.155	10695
3055.266	10783
3055.55	10763
3055.597	10595
3055.736	10701
3055.887	10698
3056.032	10690
3056.198	10916
3056.41	10897
3056.615	10718
3056.855	10716
3057.029	10745
3057.224	10727
3057.373	10844
3057.481	10803
3057.67	10555
3057.898	10815
3057.969	10686
3057.999	10755
3058.214	10827
3058.321	10607
3058.569	10856
3058.601	10761
3058.989	10703
3059.348	10713
3059.54	10737
3059.72	10691
3059.855	10768
3060.026	10708
3060.151	10723
3060.349	10625
3060.503	10762
3060.679	10865
3060.877	10954
3061.182	10755
3061.323	10712
3061.514	10812
3061.701	10573
3061.84	10745
3062.068	10661
3062.082	10630
3062.343	10546
3062.531	10652
3062.681	10596
3062.855	10619
3063.193	10790
3063.294	10764
3063.334	10652
3063.482	10885
3063.686	11046
3063.865	10836
3064.049	10729
3064.234	10676
3064.271	10568
3064.424	10755
3064.454	10629
3064.539	10659
3064.687	10752
3064.723	10798
3064.815	10785
3064.985	10726
3065.183	10553
3065.286	10541
3065.504	10709
3065.763	10870
3066.164	10845
3066.363	10731
3066.437	10663
3066.547	10839
3066.758	10854
3066.83	10796
3066.869	10945
3066.903	10708
3066.945	10846
3067.104	10932
3067.491	10680
3067.873	10775
3068.028	10846
3068.163	10919
3068.312	10710
3068.35	10662
3068.518	10673
3068.706	10842
3068.747	10897
3068.769	10819
3068.997	10946
3069.195	10962
3069.507	10964
3069.726	10861
3069.844	10899
3070.178	11087
3070.347	10834
3070.808	10933
3070.964	10742
3071.027	10773
3071.155	10862
3071.288	10786
3071.66	10796
3071.902	10434
3072.069	10916
3072.19	10751
3072.508	10827
3072.661	10811
3072.793	10626
3073.017	10714
3073.186	10813
3073.494	10587
3073.514	10789
3073.672	10742
3073.981	10960
3074.183	10574
3074.382	10717
3074.791	10731
3075.027	10888
3075.215	10756
3075.411	10723
3075.546	10685
3075.652	10895
3075.831	10660
3075.98	10504
3076.098	10649
3076.204	10635
3076.314	10672
3076.48	10502
3076.699	10609
3076.797	10579
3076.954	10885
3077.33	10902
3077.508	10754
3077.716	10853
3077.824	10530
3078.138	10834
3078.152	10768
3078.522	10918
3078.822	10890
3079.013	10669
3079.181	10626
3079.443	10765
3079.521	10725
3079.851	10701
3079.877	10751
3079.976	10775
3080.188	10519
3080.339	10917
3080.667	10998
3080.863	10817
3081.113	11012
3081.268	10900
3081.306	10871
3081.356	10878
3081.538	10908
3081.58	11016
3081.737	11015
3081.879	10837
3082	10791
3082.117	10923
3082.226	10819
3082.525	11001
3082.749	11031
3082.916	10922
3083.259	10950
3083.687	10889
3083.807	11003
3083.973	10907
3084.025	10910
3084.166	10753
3084.39	10702
3084.643	10773
3084.832	10811
3085.038	10803
3085.262	10743
3085.502	10722
3085.524	10720
3085.692	10882
3085.875	10861
3085.91	10839
3086.025	10899
3086.043	10867
3086.139	10789
3086.328	10873
3086.53	10643
3086.697	10998
3086.818	10953
3087.037	10715
3087.186	10958
3087.257	10847
3087.375	11218
3087.513	10904
3087.786	10971
3087.927	10892
3088.069	10838
3088.388	10763
3088.494	10951
3088.728	10898
3088.847	11050
3089.22	11174
3089.563	10758
3089.705	10979
3089.949	10759
3090.121	10886
3090.178	10804
3090.198	10810
3090.365	10712
3090.573	10844
3090.715	10836
3090.849	10879
3091.013	10884
3091.204	10861
3091.431	10876
3091.66	10762
3091.782	10733
3091.839	10788
3092.004	11022
3092.262	10915
3092.377	10840
3092.559	10862
3092.738	10891
3092.928	11048
3093.048	11043
3093.192	11128
3093.498	10911
3093.612	10800
3093.651	10721
3093.806	11007
3093.898	10903
3094.046	10810
3094.081	10798
3094.143	10796
3094.242	10904
3094.479	10994
3094.704	10913
3095.068	10828
3095.223	11044
3095.427	10935
3095.651	10998
3096.016	11048
3096.24	10825
3096.428	10861
3096.714	10874
3097.092	10841
3097.272	10922
3097.475	10710
3097.495	10657
3097.582	10850
3097.782	10577
3097.876	10567
3097.904	10677
3097.987	10542
3098.091	10693
3098.249	10758
3098.383	10694
3098.574	10550
3098.741	10849
3098.873	10642
3099.107	10829
